Date,Time,Relative_time,Temperature,Frequency_0,Dissipation_0,Frequency_1,Dissipation_1,Frequency_2,Dissipation_2,Frequency_3,Dissipation_3,Frequency_4,Dissipation_4
2026-09-10,17:10:59,20.48,24.93,5004658.0,19.35603376291605,14988812.0,5.297015485145491,24973828.0,4.5817840050652565,34957759.0,4.722886866930317,44943357.0,5.597366725587473
2026-09-10,17:11:08,29.888,24.94,5004658.0,19.367594994757297,14988810.0,5.297015485145491,24973825.0,4.573303690829027,34957749.0,4.722886866930317,44943350.0,5.597366725587473
2026-09-10,17:11:17,39.209,24.96,5004658.0,19.40480100422242,14988807.0,5.310825475284152,24973819.0,4.569647534061606,34957742.0,4.708092566945665,44943340.0,5.60817142478002
2026-09-10,17:11:27,48.564,24.97,5004658.0,19.460469918264018,14988804.0,5.324538980561359,24973812.0,4.569647534061606,34957732.0,4.7028451212621505,44943326.0,5.6184279657205725
2026-09-10,17:11:36,57.884,24.98,5004658.0,19.460469918264018,14988800.0,5.335872372319546,24973805.0,4.583501676683099,34957722.0,4.708092566945665,44943313.0,5.6198381220829
2026-09-10,17:11:45,67.192,24.99,5004657.0,19.460469918264018,14988795.0,5.324538980561359,24973797.0,4.58571060816026,34957712.0,4.7028451212621505,44943300.0,5.6235916193751745
2026-09-10,17:11:55,76.538,24.99,5004657.0,19.493191239664547,14988791.0,5.335872372319546,24973791.0,4.591360236609869,34957702.0,4.7155596243331335,44943287.0,5.6235916193751745
2026-09-10,17:12:04,85.823,24.99,5004655.0,19.493191239664547,14988787.0,5.347736976440692,24973784.0,4.591461224274751,34957693.0,4.714510494277045,44943275.0,5.6235916193751745
2026-09-10,17:12:13,95.149,25.0,5004655.0,19.493191239664547,14988784.0,5.347736976440692,24973778.0,4.591360236609869,34957685.0,4.716081809657269,44943264.0,5.62511752025152
2026-09-10,17:12:23,104.448,25.0,5004654.0,19.452007845963887,14988780.0,5.34464761233073,24973772.0,4.576550495304197,34957678.0,4.724328494265293,44943256.0,5.625179301051184
2026-09-10,17:12:32,113.648,25.0,5004653.0,19.451309372385023,14988777.0,5.34464761233073,24973768.0,4.565313406110936,34957671.0,4.724328494265293,44943248.0,5.632953933114514
2026-09-10,17:12:41,122.897,25.0,5004653.0,19.451309372385023,14988775.0,5.361413364799426,24973763.0,4.554557883223316,34957665.0,4.718935245114209,44943242.0,5.632953933114514
2026-09-10,17:12:50,132.146,25.0,5004652.0,19.496281392275897,14988773.0,5.361413364799426,24973760.0,4.554557883223316,34957660.0,4.718006159206049,44943233.0,5.633192583203569
2026-09-10,17:13:08,149.498,25.0,5004652.0,19.496281392275897,14988770.0,5.360190489221762,24973756.0,4.556341649631991,34957655.0,4.713495617512368,44943229.0,5.637617746872398
2026-09-10,17:13:08,149.499,25.0,5004652.0,19.496281392275897,14988770.0,5.360190489221762,24973756.0,4.556341649631991,34957655.0,4.713495617512368,44943229.0,5.637617746872398
2026-09-10,17:13:08,149.499,25.0,5004652.0,19.496281392275897,14988770.0,5.360190489221762,24973756.0,4.556341649631991,34957655.0,4.713495617512368,44943229.0,5.637617746872398
2026-09-10,17:13:08,149.499,25.0,5004652.0,19.496281392275897,14988770.0,5.360190489221762,24973756.0,4.556341649631991,34957655.0,4.713495617512368,44943229.0,5.637617746872398
2026-09-10,17:13:08,149.5,25.0,5004652.0,19.496281392275897,14988770.0,5.360190489221762,24973756.0,4.556341649631991,34957655.0,4.713495617512368,44943229.0,5.637617746872398
2026-09-10,17:13:18,159.697,25.0,5004652.0,19.496281392275897,14988769.0,5.340546324675451,24973753.0,4.5679214762474265,34957651.0,4.708436012700045,44943224.0,5.637617746872398
2026-09-10,17:13:18,159.697,25.0,5004652.0,19.496281392275897,14988769.0,5.340546324675451,24973753.0,4.5679214762474265,34957651.0,4.708436012700045,44943224.0,5.637617746872398
2026-09-10,17:13:18,159.698,25.0,5004652.0,19.496281392275897,14988769.0,5.340546324675451,24973753.0,4.5679214762474265,34957651.0,4.708436012700045,44943224.0,5.637617746872398
2026-09-10,17:13:18,159.698,25.0,5004652.0,19.496281392275897,14988769.0,5.340546324675451,24973753.0,4.5679214762474265,34957651.0,4.708436012700045,44943224.0,5.637617746872398
2026-09-10,17:13:18,159.699,25.0,5004652.0,19.496281392275897,14988769.0,5.340546324675451,24973753.0,4.5679214762474265,34957651.0,4.708436012700045,44943224.0,5.637617746872398
2026-09-10,17:13:18,159.699,25.0,5004652.0,19.496281392275897,14988769.0,5.340546324675451,24973753.0,4.5679214762474265,34957651.0,4.708436012700045,44943224.0,5.637617746872398
2026-09-10,17:13:37,178.243,25.0,5004650.0,19.542499921149485,14988764.0,5.327184031659027,24973746.0,4.573065784181988,34957641.0,4.700322504531213,44943209.0,5.634505166090722
2026-09-10,17:14:02,203.555,25.0,5004649.0,19.51012539044992,14988761.0,5.330600872109496,24973742.0,4.580738767489572,34957634.0,4.686860948117464,44943202.0,5.634505166090722
2026-09-10,17:14:02,203.556,25.0,5004649.0,19.51012539044992,14988761.0,5.330600872109496,24973742.0,4.580738767489572,34957634.0,4.686860948117464,44943202.0,5.634505166090722
2026-09-10,17:14:02,203.556,25.0,5004649.0,19.51012539044992,14988761.0,5.330600872109496,24973742.0,4.580738767489572,34957634.0,4.686860948117464,44943202.0,5.634505166090722
2026-09-10,17:14:02,203.557,25.0,5004649.0,19.51012539044992,14988761.0,5.330600872109496,24973742.0,4.580738767489572,34957634.0,4.686860948117464,44943202.0,5.634505166090722
2026-09-10,17:14:10,211.499,25.0,5004649.0,19.553496595545063,14988760.0,5.338877390640128,24973740.0,4.580738767489572,34957632.0,4.688256406540471,44943199.0,5.630568808962027
2026-09-10,17:14:10,211.499,25.0,5004649.0,19.553496595545063,14988760.0,5.338877390640128,24973740.0,4.580738767489572,34957632.0,4.688256406540471,44943199.0,5.630568808962027
2026-09-10,17:14:10,211.5,25.0,5004649.0,19.553496595545063,14988760.0,5.338877390640128,24973740.0,4.580738767489572,34957632.0,4.688256406540471,44943199.0,5.630568808962027
2026-09-10,17:14:10,211.5,25.0,5004649.0,19.553496595545063,14988760.0,5.338877390640128,24973740.0,4.580738767489572,34957632.0,4.688256406540471,44943199.0,5.630568808962027
2026-09-10,17:14:49,250.648,25.0,5004648.0,19.528237261598964,14988756.0,5.326839998925135,24973733.0,4.583599881831764,34957623.0,4.7056258485003,44943187.0,5.6378980454134835
2026-09-10,17:14:49,250.649,25.0,5004648.0,19.528237261598964,14988756.0,5.326839998925135,24973733.0,4.583599881831764,34957623.0,4.7056258485003,44943187.0,5.6378980454134835
2026-09-10,17:14:49,250.65,25.0,5004648.0,19.528237261598964,14988756.0,5.326839998925135,24973733.0,4.583599881831764,34957623.0,4.7056258485003,44943187.0,5.6378980454134835
2026-09-10,17:14:49,250.651,25.0,5004648.0,19.528237261598964,14988756.0,5.326839998925135,24973733.0,4.583599881831764,34957623.0,4.7056258485003,44943187.0,5.6378980454134835
2026-09-10,17:14:49,250.651,25.0,5004648.0,19.528237261598964,14988756.0,5.326839998925135,24973733.0,4.583599881831764,34957623.0,4.7056258485003,44943187.0,5.6378980454134835
2026-09-10,17:15:00,261.994,25.0,5004648.0,19.528237261598964,14988755.0,5.331798706322587,24973731.0,4.577724112761772,34957621.0,4.706847594942486,44943185.0,5.635411257686425
2026-09-10,17:15:00,261.995,25.0,5004648.0,19.528237261598964,14988755.0,5.331798706322587,24973731.0,4.577724112761772,34957621.0,4.706847594942486,44943185.0,5.635411257686425
2026-09-10,17:15:00,261.996,25.0,5004648.0,19.528237261598964,14988755.0,5.331798706322587,24973731.0,4.577724112761772,34957621.0,4.706847594942486,44943185.0,5.635411257686425
2026-09-10,17:15:00,261.996,25.0,5004648.0,19.528237261598964,14988755.0,5.331798706322587,24973731.0,4.577724112761772,34957621.0,4.706847594942486,44943185.0,5.635411257686425
2026-09-10,17:15:00,261.997,25.0,5004648.0,19.528237261598964,14988755.0,5.331798706322587,24973731.0,4.577724112761772,34957621.0,4.706847594942486,44943185.0,5.635411257686425
2026-09-10,17:15:00,261.997,25.0,5004648.0,19.528237261598964,14988755.0,5.331798706322587,24973731.0,4.577724112761772,34957621.0,4.706847594942486,44943185.0,5.635411257686425
2026-09-10,17:15:18,279.834,25.0,5004647.0,19.52599011097879,14988753.0,5.312899601140067,24973728.0,4.580244064924416,34957615.0,4.701963521418629,44943178.0,5.64341445207319
2026-09-10,17:15:27,289.127,25.0,5004647.0,19.53374648781289,14988752.0,5.312899601140067,24973727.0,4.578738250906258,34957614.0,4.70249560795113,44943176.0,5.644429124611473
2026-09-10,17:15:37,298.3,25.0,5004647.0,19.5649033200593,14988752.0,5.319873159367129,24973726.0,4.578738250906258,34957612.0,4.70249560795113,44943174.0,5.644429124611473
2026-09-10,17:15:46,307.591,25.0,5004647.0,19.569866078673286,14988751.0,5.319873159367129,24973725.0,4.5690053778783355,34957610.0,4.704858654597472,44943172.0,5.639859037116855
2026-09-10,17:15:55,316.974,25.0,5004647.0,19.584540461012278,14988750.0,5.313439496556956,24973723.0,4.567397512574758,34957609.0,4.705167564204475,44943170.0,5.630789804146289
2026-09-10,17:16:05,326.323,25.0,5004646.0,19.584540461012278,14988749.0,5.291735779728483,24973722.0,4.567397512574758,34957608.0,4.705167564204475,44943168.0,5.624743084558356
2026-09-10,17:16:14,335.703,25.0,5004646.0,19.559472235759216,14988749.0,5.307497651540884,24973721.0,4.56595717944947,34957607.0,4.715859134247461,44943166.0,5.630789804146289
2026-09-10,17:16:23,344.99,25.0,5004646.0,19.559472235759216,14988748.0,5.291735779728483,24973720.0,4.562147460472384,34957606.0,4.715859134247461,44943165.0,5.631229943511978
2026-09-10,17:16:33,354.281,25.0,5004646.0,19.569553110005803,14988748.0,5.307497651540884,24973719.0,4.562147460472384,34957604.0,4.710693044188783,44943163.0,5.631229943511978
2026-09-10,17:16:42,363.526,25.0,5004646.0,19.600992617708158,14988747.0,5.308438227096117,24973719.0,4.563412333471535,34957603.0,4.707675085331856,44943161.0,5.6324460860546885
2026-09-10,17:16:51,372.757,25.0,5004645.0,19.60486630276304,14988747.0,5.309299027000254,24973719.0,4.563412333471535,34957602.0,4.706995244501438,44943161.0,5.638551434429585
2026-09-10,17:17:00,382.08,25.0,5004645.0,19.60486630276304,14988747.0,5.325018878341258,24973717.0,4.571359480868587,34957601.0,4.706995244501438,44943160.0,5.638551434429585
2026-09-10,17:17:10,391.359,25.0,5004645.0,19.596473949987875,14988746.0,5.325018878341258,24973717.0,4.571359480868587,34957600.0,4.71033786409477,44943158.0,5.637803363884558
2026-09-10,17:17:19,400.678,25.0,5004645.0,19.596473949987875,14988746.0,5.309759716995932,24973716.0,4.571359480868587,34957599.0,4.710574084769892,44943158.0,5.636985125835077
2026-09-10,17:17:28,409.981,25.0,5004645.0,19.596473949987875,14988745.0,5.309759716995932,24973715.0,4.569824004448594,34957598.0,4.712056474618917,44943156.0,5.636985125835077
2026-09-10,17:17:38,419.328,25.0,5004645.0,19.599950052978787,14988745.0,5.327997378864414,24973715.0,4.563621983901855,34957598.0,4.715905801524259,44943155.0,5.636985125835077
2026-09-10,17:17:47,428.572,25.0,5004644.0,19.55490529537314,14988745.0,5.331995141416407,24973714.0,4.565980127721035,34957597.0,4.714673065064207,44943154.0,5.636510639822096
2026-09-10,17:17:56,437.89,25.0,5004644.0,19.572814116894655,14988745.0,5.331995141416407,24973714.0,4.565980127721035,34957596.0,4.714673065064207,44943153.0,5.63864956093287
2026-09-10,17:18:06,447.247,25.0,5004644.0,19.571489281890894,14988744.0,5.323210012188468,24973713.0,4.566722922756612,34957595.0,4.714673065064207,44943152.0,5.63363539645613
2026-09-10,17:18:15,456.589,25.0,5004644.0,19.572814116894655,14988744.0,5.312843552948096,24973713.0,4.567035855056912,34957594.0,4.717756292681121,44943151.0,5.63363539645613
2026-09-10,17:18:24,465.889,25.0,5004644.0,19.60154978991269,14988743.0,5.31234384138556,24973712.0,4.567035855056912,34957594.0,4.717788450031551,44943149.0,5.628841819193722
2026-09-10,17:18:33,475.188,25.0,5004644.0,19.60154978991269,14988743.0,5.31234384138556,24973711.0,4.567626825778076,34957593.0,4.717756292681121,44943149.0,5.628841819193722
2026-09-10,17:18:43,484.339,25.0,5004644.0,19.58220160680302,14988743.0,5.31234384138556,24973711.0,4.568639558724178,34957593.0,4.719852718440546,44943148.0,5.628841819193722
2026-09-10,17:18:52,493.538,25.0,5004644.0,19.58220160680302,14988743.0,5.325168314968069,24973711.0,4.567626825778076,34957592.0,4.71457983802496,44943147.0,5.625645506781367
2026-09-10,17:19:09,510.937,25.0,5004644.0,19.62508686959778,14988743.0,5.3263611950468945,24973710.0,4.570010644757853,34957591.0,4.715098385268659,44943146.0,5.625645506781367
2026-09-10,17:19:09,510.938,25.0,5004644.0,19.62508686959778,14988743.0,5.3263611950468945,24973710.0,4.570010644757853,34957591.0,4.715098385268659,44943146.0,5.625645506781367
2026-09-10,17:19:09,510.938,25.0,5004644.0,19.62508686959778,14988743.0,5.3263611950468945,24973710.0,4.570010644757853,34957591.0,4.715098385268659,44943146.0,5.625645506781367
2026-09-10,17:19:09,510.939,25.0,5004644.0,19.62508686959778,14988743.0,5.3263611950468945,24973710.0,4.570010644757853,34957591.0,4.715098385268659,44943146.0,5.625645506781367
2026-09-10,17:19:09,510.939,25.0,5004644.0,19.62508686959778,14988743.0,5.3263611950468945,24973710.0,4.570010644757853,34957591.0,4.715098385268659,44943146.0,5.625645506781367
2026-09-10,17:19:19,520.492,25.0,5004644.0,19.62783564551712,14988742.0,5.341653981678485,24973710.0,4.569391957422056,34957591.0,4.714513889306389,44943146.0,5.631243555271672
